"ID";"Name";"NumberOfPersons";"global_id";"Year";"Month";
"2222";"Степан";"78";"284373452";"2016";"ноябрь";
"2223";"Лев";"73";"284373453";"2016";"ноябрь";
"2224";"Николай";"64";"284373454";"2016";"ноябрь";
"2225";"Григорий";"62";"284373455";"2016";"ноябрь";
"2226";"Сергей";"61";"284373463";"2016";"ноябрь";
"2227";"Владислав";"59";"284373465";"2016";"ноябрь";
"2228";"Арсений";"57";"284373468";"2016";"ноябрь";
"2229";"Георгий";"56";"284373470";"2016";"ноябрь";
"2230";"Павел";"54";"284373472";"2016";"ноябрь";
"2231";"Давид";"49";"284373475";"2016";"ноябрь";
"2232";"Артемий";"47";"284373487";"2016";"ноябрь";
"2233";"Макар";"47";"284373491";"2016";"ноябрь";
"2234";"Тимур";"47";"284373492";"2016";"ноябрь";
"2235";"Денис";"46";"284373493";"2016";"ноябрь";
"2236";"Глеб";"42";"284373500";"2016";"ноябрь";
"2237";"Евгений";"42";"284373501";"2016";"ноябрь";
"2238";"Виктор";"41";"323276917";"2016";"ноябрь";
"2239";"Семён, Семен";"37";"284373503";"2016";"ноябрь";
"2240";"Леонид";"37";"284373507";"2016";"ноябрь";
"2241";"Василий";"36";"284373508";"2016";"ноябрь";
"2242";"Вячеслав";"33";"284374341";"2016";"ноябрь";
"2243";"Богдан";"32";"284374400";"2016";"ноябрь";
"2244";"Руслан";"32";"284374428";"2016";"ноябрь";
"2245";"Платон";"32";"284374456";"2016";"ноябрь";
"2246";"Мирон";"31";"284374499";"2016";"ноябрь";
"2247";"Умар";"31";"284374527";"2016";"ноябрь";
"2248";"Данила";"30";"284374561";"2016";"ноябрь";
"2249";"Демид";"28";"284375703";"2016";"ноябрь";
"2250";"Юрий";"28";"284375737";"2016";"ноябрь";
"2251";"Тихон";"26";"284375830";"2016";"ноябрь";
"2252";"Олег";"26";"284375872";"2016";"ноябрь";
"2253";"Пётр, Петр";"25";"284375900";"2016";"ноябрь";
"2254";"Антон";"24";"284375963";"2016";"ноябрь";
"2255";"Амир";"23";"284376540";"2016";"ноябрь";
"2256";"Елисей";"23";"284376570";"2016";"ноябрь";
"2257";"Лука";"23";"284376606";"2016";"ноябрь";
"2258";"Савелий";"23";"284376628";"2016";"ноябрь";
"2259";"Захар";"22";"284376652";"2016";"ноябрь";
"2260";"Даниэль";"22";"284376677";"2016";"ноябрь";
"2261";"Филипп";"22";"284376718";"2016";"ноябрь";
"2262";"Вадим";"21";"284376751";"2016";"ноябрь";
"2263";"Адам";"21";"284376790";"2016";"ноябрь";
"2264";"Всеволод";"20";"284376823";"2016";"ноябрь";
"2265";"Игорь";"20";"284376858";"2016";"ноябрь";
"2266";"Артур";"19";"284376889";"2016";"ноябрь";
"2267";"Борис";"19";"284376935";"2016";"ноябрь";
"2268";"Герман";"18";"284376950";"2016";"ноябрь";
"2269";"Гордей";"17";"284376951";"2016";"ноябрь";
"2270";"Мухаммад";"17";"284376952";"2016";"ноябрь";
"2271";"Роберт";"17";"284376953";"2016";"ноябрь";
"2272";"Дамир";"16";"284376955";"2016";"ноябрь";
"2273";"Валерий";"14";"284376957";"2016";"ноябрь";
"2274";"Данил";"13";"284384190";"2016";"ноябрь";
"2275";"Али";"13";"284384191";"2016";"ноябрь";
"2276";"Родион";"13";"284384192";"2016";"ноябрь";
"2277";"Святослав";"13";"284384193";"2016";"ноябрь";
"2278";"Эрик";"13";"284384194";"2016";"ноябрь";
"2279";"Серафим";"12";"284384195";"2016";"ноябрь";
"2280";"Саид";"12";"284384197";"2016";"ноябрь";
"2281";"Ян";"11";"284384199";"2016";"ноябрь";
"2282";"Станислав";"10";"284384200";"2016";"ноябрь";
"2283";"Марат";"10";"284384201";"2016";"ноябрь";
"2284";"Карим";"10";"284384202";"2016";"ноябрь";
"2285";"Ростислав";"9";"284384203";"2016";"ноябрь";
"2286";"Эмиль";"9";"284384204";"2016";"ноябрь";
"2287";"Савва";"8";"284384205";"2016";"ноябрь";
"2288";"Мирослав";"8";"284384206";"2016";"ноябрь";
"2289";"Ислам";"8";"284384207";"2016";"ноябрь";
"2290";"Игнат";"8";"284384208";"2016";"ноябрь";
"2291";"Демьян";"8";"284384209";"2016";"ноябрь";
"2292";"Ибрагим";"8";"284384210";"2016";"ноябрь";
"2293";"Виталий";"8";"284384211";"2016";"ноябрь";
"2294";"Арсен";"8";"284384212";"2016";"ноябрь";
"2295";"Анатолий";"7";"284384213";"2016";"ноябрь";
"2296";"Марсель";"7";"284384214";"2016";"ноябрь";
"2297";"Рустам";"7";"284384215";"2016";"ноябрь";
"2298";"Тигран";"7";"284384217";"2016";"ноябрь";
"2299";"Стефан";"7";"284384219";"2016";"ноябрь";
"2300";"Эмин";"7";"284384220";"2016";"ноябрь";
"2301";"Александр";"285";"283464363";"2016";"декабрь";
"2302";"Михаил";"263";"283464364";"2016";"декабрь";
"2303";"Максим";"251";"283464365";"2016";"декабрь";
"2304";"Артём";"224";"283464366";"2016";"декабрь";
"2305";"Дмитрий";"191";"283464367";"2016";"декабрь";
"2306";"Даниил";"180";"283464368";"2016";"декабрь";
"2307";"Егор";"175";"283464369";"2016";"декабрь";
"2308";"Иван";"172";"283464370";"2016";"декабрь";
"2309";"Андрей";"144";"283464371";"2016";"декабрь";
"2310";"Кирилл";"132";"283464372";"2016";"декабрь";
"2311";"Матвей";"131";"284372060";"2016";"декабрь";
"2312";"Марк";"125";"284372061";"2016";"декабрь";
"2313";"Роман";"124";"284372065";"2016";"декабрь";
"2314";"Никита";"116";"284372067";"2016";"декабрь";
"2315";"Тимофей";"108";"284372071";"2016";"декабрь";
"2316";"Алексей";"107";"284372082";"2016";"декабрь";
"2317";"Илья";"102";"284372085";"2016";"декабрь";
"2318";"Ярослав";"101";"284372086";"2016";"декабрь";
"2319";"Владимир";"96";"284372087";"2016";"декабрь";
"2320";"Фёдор";"89";"284372089";"2016";"декабрь";
"2321";"Константин";"85";"284372091";"2016";"декабрь";
"2322";"Николай";"73";"284372093";"2016";"декабрь";
"2323";"Лев";"70";"284372095";"2016";"декабрь";
"2324";"Владислав";"63";"284372097";"2016";"декабрь";
"2325";"Платон";"60";"284372099";"2016";"декабрь";
"2326";"Сергей";"60";"284372100";"2016";"декабрь";
"2327";"Степан";"59";"284372104";"2016";"декабрь";
"2328";"Арсений";"56";"284372106";"2016";"декабрь";
"2329";"Павел";"55";"284372118";"2016";"декабрь";
"2330";"Давид";"54";"284372119";"2016";"декабрь";
"2331";"Тимур";"53";"284372121";"2016";"декабрь";
"2332";"Георгий";"52";"284372123";"2016";"декабрь";
"2333";"Денис";"52";"284372124";"2016";"декабрь";
"2334";"Евгений";"51";"284372126";"2016";"декабрь";
"2335";"Глеб";"48";"284372127";"2016";"декабрь";
"2336";"Григорий";"48";"284372129";"2016";"декабрь";
"2337";"Мирон";"44";"284372131";"2016";"декабрь";
"2338";"Макар";"42";"284372132";"2016";"декабрь";
"2339";"Семён";"42";"284372134";"2016";"декабрь";
"2340";"Данила";"42";"284372137";"2016";"декабрь";
"2341";"Руслан";"41";"284372162";"2016";"декабрь";
"2342";"Артемий";"36";"284372163";"2016";"декабрь";
"2343";"Пётр";"35";"284372164";"2016";"декабрь";
"2344";"Демид";"34";"284372166";"2016";"декабрь";
"2345";"Леонид";"31";"284372169";"2016";"декабрь";
"2346";"Василий";"30";"284372170";"2016";"декабрь";
"2347";"Амир";"29";"284372173";"2016";"декабрь";
"2348";"Антон";"28";"284372175";"2016";"декабрь";
"2349";"Савелий";"28";"284372178";"2016";"декабрь";
"2350";"Богдан";"27";"284372179";"2016";"декабрь";
"2351";"Олег";"26";"284372183";"2016";"декабрь";
"2352";"Виктор";"24";"284372200";"2016";"декабрь";
"2353";"Вячеслав";"24";"284372203";"2016";"декабрь";
"2354";"Умар";"23";"284372204";"2016";"декабрь";
"2355";"Лука";"21";"284372206";"2016";"декабрь";
"2356";"Даниэль";"21";"284372208";"2016";"декабрь";
"2357";"Адам";"20";"284372210";"2016";"декабрь";
"2358";"Игорь";"19";"284372211";"2016";"декабрь";
"2359";"Захар";"19";"284372213";"2016";"декабрь";
"2360";"Юрий";"19";"284372214";"2016";"декабрь";
"2361";"Савва";"18";"284372215";"2016";"декабрь";
"2362";"Роберт";"18";"284372216";"2016";"декабрь";
"2363";"Елисей";"18";"284372217";"2016";"декабрь";
"2364";"Всеволод";"17";"284372218";"2016";"декабрь";
"2365";"Святослав";"17";"284372220";"2016";"декабрь";
"2366";"Тихон";"17";"284372222";"2016";"декабрь";
"2367";"Мухаммад";"17";"284372224";"2016";"декабрь";
"2368";"Филипп";"17";"284372227";"2016";"декабрь";
"2369";"Артур";"15";"284372228";"2016";"декабрь";
"2370";"Али";"15";"284372230";"2016";"декабрь";
"2371";"Борис";"15";"284372234";"2016";"декабрь";
"2372";"Гордей";"14";"284372237";"2016";"декабрь";
"2373";"Марсель";"13";"284372241";"2016";"декабрь";
"2374";"Вадим";"12";"284372242";"2016";"декабрь";
"2375";"Дамир";"12";"284372243";"2016";"декабрь";
"2376";"Данил";"11";"284372244";"2016";"декабрь";
"2377";"Валерий";"10";"284372246";"2016";"декабрь";
"2378";"Алинур";"10";"284372248";"2016";"декабрь";
"2379";"Мирослав";"10";"284372250";"2016";"декабрь";
"2380";"Ян";"10";"284372252";"2016";"декабрь";
"2381";"Станислав";"9";"284372253";"2016";"декабрь";
"2382";"Тигран";"9";"284372255";"2016";"декабрь";
"2383";"Нурислам";"9";"284372257";"2016";"декабрь";
"2384";"Назар";"9";"284372258";"2016";"декабрь";
"2385";"Ильяс";"9";"284372259";"2016";"декабрь";
"2386";"Алихан";"9";"323276918";"2016";"декабрь";
"2387";"Билал";"9";"284372260";"2016";"декабрь";
"2388";"Виталий";"8";"284372261";"2016";"декабрь";
"2389";"Герман";"8";"284372262";"2016";"декабрь";
"2390";"Леон";"8";"284372263";"2016";"декабрь";
"2391";"Эмир";"8";"284372264";"2016";"декабрь";
"2392";"Яромир";"7";"284372265";"2016";"декабрь";
"2393";"Имран";"7";"284372266";"2016";"декабрь";
"2394";"Исмаил";"7";"284372268";"2016";"декабрь";
"2395";"Рафаэль";"7";"284372269";"2016";"декабрь";
"2396";"Саид";"7";"284372271";"2016";"декабрь";
"2397";"Самир";"7";"284372272";"2016";"декабрь";
"2398";"Амирхан";"7";"284372273";"2016";"декабрь";
"2399";"Анатолий";"7";"284372274";"2016";"декабрь";
"2400";"Алан";"7";"284372276";"2016";"декабрь";
"2401";"Александр";"253";"284594108";"2017";"январь";
"2402";"Михаил";"221";"284594109";"2017";"январь";
"2403";"Артём";"205";"284594110";"2017";"январь";
"2404";"Максим";"190";"284594112";"2017";"январь";
"2405";"Даниил, Данила, Данил";"189";"284594115";"2017";"январь";
"2406";"Иван";"163";"284594119";"2017";"январь";
"2407";"Дмитрий";"140";"284594123";"2017";"январь";
"2408";"Илья";"129";"284594127";"2017";"январь";
"2409";"Егор";"119";"284594131";"2017";"январь";
"2410";"Кирилл";"119";"284594135";"2017";"январь";
"2411";"Тимофей";"116";"291199043";"2017";"январь";
"2412";"Роман";"114";"291211586";"2017";"январь";
"2413";"Никита";"103";"291216648";"2017";"январь";
"2414";"Андрей";"100";"291222124";"2017";"январь";
"2415";"Фёдор";"97";"291226670";"2017";"январь";
"2416";"Матвей";"96";"291231946";"2017";"январь";
"2417";"Марк";"95";"291237365";"2017";"январь";
"2418";"Владимир";"92";"291243370";"2017";"январь";
"2419";"Лев";"87";"291249963";"2017";"январь";
"2420";"Ярослав";"87";"291254935";"2017";"январь";
"2421";"Алексей";"85";"291265206";"2017";"январь";
"2422";"Константин";"73";"291271665";"2017";"январь";
"2423";"Николай";"67";"291426381";"2017";"январь";
"2424";"Степан";"64";"291485770";"2017";"январь";
"2425";"Владислав";"61";"291503407";"2017";"январь";
"2426";"Тимур";"60";"291509426";"2017";"январь";
"2427";"Арсений";"56";"291514425";"2017";"январь";
"2428";"Сергей";"56";"291519349";"2017";"январь";
"2429";"Георгий";"55";"291524732";"2017";"январь";
"2430";"Евгений";"47";"291530222";"2017";"январь";
"2431";"Павел";"46";"291535592";"2017";"январь";
"2432";"Макар";"45";"291542192";"2017";"январь";
"2433";"Давид";"39";"291548447";"2017";"январь";
"2434";"Глеб";"37";"291552748";"2017";"январь";
"2435";"Григорий";"37";"291558115";"2017";"январь";
"2436";"Платон";"36";"291564245";"2017";"январь";
"2437";"Артемий";"35";"291573247";"2017";"январь";
"2438";"Амир";"34";"291579467";"2017";"январь";
"2439";"Денис";"33";"291587107";"2017";"январь";
"2440";"Леонид";"33";"291595771";"2017";"январь";
"2441";"Семён";"31";"291605294";"2017";"январь";
"2442";"Руслан";"30";"291611288";"2017";"январь";
"2443";"Пётр";"30";"291618271";"2017";"январь";
"2444";"Игорь";"28";"291632714";"2017";"январь";
"2445";"Богдан";"28";"291642540";"2017";"январь";
"2446";"Василий";"26";"291664793";"2017";"январь";
"2447";"Мирон";"25";"291669943";"2017";"январь";
"2448";"Умар";"24";"291681447";"2017";"январь";
"2449";"Олег";"24";"291688765";"2017";"январь";
